Quest Name,Objective,Steps,Min Level,Max Level,First Step Position
Spawn Point Wander,"Spawn Point (-528.9 2.4 233.7)",1,0,99,"(-528.9, 2.4, 233.7)"
Spawn Point Wander,"Spawn Point (235.0 26.9 -314.6)",1,0,99,"(235.0, 26.9, -314.6)"
Spawn Point Wander,"Spawn Point (-49.8 8.0 -766.4)",1,0,99,"(-49.8, 8.0, -766.4)"
Spawn Point Wander,"Spawn Point (-329.2 18.8 -141.9)",1,0,99,"(-329.2, 18.8, -141.9)"
Spawn Point Wander,"Spawn Point (515.2 -20.8 261.5)",1,0,99,"(515.2, -20.8, 261.5)"
Spawn Point Wander,"Spawn Point (487.4 -18.1 328.5)",1,0,99,"(487.4, -18.1, 328.5)"
Spawn Point Wander,"Spawn Point (-86.9 7.9 -752.7)",1,0,99,"(-86.9, 7.9, -752.7)"
Spawn Point Wander,"Spawn Point (-39.3 -13.5 348.4)",1,0,99,"(-39.3, -13.5, 348.4)"
Spawn Point Wander,"Spawn Point (-524.6 11.3 84.5)",1,0,99,"(-524.6, 11.3, 84.5)"
Spawn Point Wander,"Spawn Point (-515.5 12.2 -153.1)",1,0,99,"(-515.5, 12.2, -153.1)"
Spawn Point Wander,"Spawn Point (-537.8 -1.2 296.0)",1,0,99,"(-537.8, -1.2, 296.0)"
Spawn Point Wander,"Spawn Point (-147.9 31.1 -189.4)",1,0,99,"(-147.9, 31.1, -189.4)"
Spawn Point Wander,"Spawn Point (96.4 15.0 -761.1)",1,0,99,"(96.4, 15.0, -761.1)"
Spawn Point Wander,"Spawn Point (187.1 3.4 -149.6)",1,0,99,"(187.1, 3.4, -149.6)"
Spawn Point Wander,"Spawn Point (-439.4 15.3 -334.7)",1,0,99,"(-439.4, 15.3, -334.7)"
Spawn Rush,"Spawn Rush: Objective #1",1,0,99,"(-273.3, -1.6, 333.3)"
Boss Hunter,"Spawn Point (280.4 8.3 -674.5)",1,15,99,"(280.4, 8.3, -674.5)"
Boss Hunter,"Spawn Point (-84.2 8.8 -607.8)",1,15,99,"(-84.2, 8.8, -607.8)"
Boss Hunter,"Spawn Point (268.5 17.5 -756.9)",1,15,99,"(268.5, 17.5, -756.9)"
Boss Hunter,"Spawn Point (-155.2 18.3 -620.4)",1,15,99,"(-155.2, 18.3, -620.4)"
Boss Hunter,"Spawn Point (-108.5 10.1 -609.9)",1,15,99,"(-108.5, 10.1, -609.9)"
Boss Hunter,"Spawn Point (-174.5 9.4 -713.9)",1,15,99,"(-174.5, 9.4, -713.9)"
Boss Hunter,"Spawn Point (-12.3 13.8 -229.3)",1,15,99,"(-12.3, 13.8, -229.3)"
Boss Hunter,"Spawn Point (-23.7 9.1 -779.8)",1,15,99,"(-23.7, 9.1, -779.8)"
Boss Hunter,"Spawn Point (104.0 17.6 -757.7)",1,15,99,"(104.0, 17.6, -757.7)"
Boss Hunter,"Spawn Point (-140.8 61.5 -206.8)",1,15,99,"(-140.8, 61.5, -206.8)"
Boss Hunter,"Spawn Point (-63.8 19.2 -233.0)",1,15,99,"(-63.8, 19.2, -233.0)"
Boss Hunter,"Spawn Point (-117.6 11.9 -729.4)",1,15,99,"(-117.6, 11.9, -729.4)"
Boss Hunter,"Spawn Point (263.9 17.3 -762.5)",1,15,99,"(263.9, 17.3, -762.5)"
Boss Hunter,"Spawn Point (-130.6 13.0 -623.2)",1,15,99,"(-130.6, 13.0, -623.2)"
Boss Hunter,"Spawn Point (-6.4 11.0 -786.4)",1,15,99,"(-6.4, 11.0, -786.4)"
Boss Hunter,"Spawn Point (-56.0 7.6 -759.4)",1,15,99,"(-56.0, 7.6, -759.4)"
Boss Hunter,"Spawn Point (72.9 11.9 -220.5)",1,15,99,"(72.9, 11.9, -220.5)"
Boss Hunter,"Spawn Point (102.6 7.2 -152.2)",1,15,99,"(102.6, 7.2, -152.2)"
Boss Hunter,"Spawn Point (135.1 8.5 -174.2)",1,15,99,"(135.1, 8.5, -174.2)"
Boss Hunter,"Spawn Point (-174.9 13.6 -649.9)",1,15,99,"(-174.9, 13.6, -649.9)"
Boss Hunter,"Spawn Point (90.3 -15.8 116.2)",1,15,99,"(90.3, -15.8, 116.2)"
Boss Hunter,"Spawn Point (135.9 8.5 -665.0)",1,15,99,"(135.9, 8.5, -665.0)"
Boss Hunter,"Spawn Point (280.5 8.0 -665.4)",1,15,99,"(280.5, 8.0, -665.4)"
Boss Hunter,"Spawn Point (269.7 17.0 -758.6)",1,15,99,"(269.7, 17.0, -758.6)"
Boss Hunter,"Spawn Point (125.9 0.3 4.9)",1,15,99,"(125.9, 0.3, 4.9)"
Boss Hunter,"Spawn Point (-171.7 14.8 -617.7)",1,15,99,"(-171.7, 14.8, -617.7)"
Boss Hunter,"Spawn Point (25.6 11.3 -226.6)",1,15,99,"(25.6, 11.3, -226.6)"
Boss Hunter,"Spawn Point (94.9 6.8 -203.7)",1,15,99,"(94.9, 6.8, -203.7)"
Boss Hunter,"Spawn Point (281.7 8.2 -668.6)",1,15,99,"(281.7, 8.2, -668.6)"
Boss Hunter,"Spawn Point (101.1 15.6 -762.0)",1,15,99,"(101.1, 15.6, -762.0)"
Boss Hunter,"Spawn Point (87.8 -15.9 114.7)",1,15,99,"(87.8, -15.9, 114.7)"
Boss Hunter,"Spawn Point (9.7 15.7 -780.6)",1,15,99,"(9.7, 15.7, -780.6)"
Boss Hunter,"Spawn Point (-52.2 7.9 -763.9)",1,15,99,"(-52.2, 7.9, -763.9)"
Boss Hunter,"Spawn Point (2.8 14.8 -777.3)",1,15,99,"(2.8, 14.8, -777.3)"
Boss Hunter,"Spawn Point (-130.0 9.6 -726.5)",1,15,99,"(-130.0, 9.6, -726.5)"
Boss Hunter,"Spawn Point (-60.3 18.9 -230.1)",1,15,99,"(-60.3, 18.9, -230.1)"
Boss Hunter,"Spawn Point (-49.8 8.0 -766.4)",1,15,99,"(-49.8, 8.0, -766.4)"
Boss Hunter,"Spawn Point (-86.9 7.9 -752.7)",1,15,99,"(-86.9, 7.9, -752.7)"
Boss Hunter,"Spawn Point (96.4 15.0 -761.1)",1,15,99,"(96.4, 15.0, -761.1)"
Scav Base,"Scav Base: Objective #1",5,0,99,"(-177.8, -1.8, 264.3)"
Scav Base,"Scav Base: Objective #2",4,0,99,"(-204.2, -1.8, 204.7)"
Scav Base,"Scav Base: Objective #3",1,0,99,"(-189.1, -1.9, 221.8)"
Scav Base,"Scav Base: Objective #4",2,0,99,"(-192.2, -2.3, 255.1)"
RUAF Roadblock Crates,"RUAF Roadblock Crates: Objective #1",1,0,99,"(-117.9, -1.3, 402.2)"
RUAF Roadblock Crates,"RUAF Roadblock Crates: Objective #2",1,0,99,"(-136.9, -1.5, 414.8)"
Ambulance,"Ambulance: Objective #1",1,0,99,"(-97.6, -15.4, 219.6)"
Sawmill Shack,"Sawmill Shack: Objective #1",2,0,99,"(-24.2, -3.6, 45.3)"
Sawmill Cabins,"Sawmill Cabins: Objective #1",2,5,99,"(-5.2, -1.5, -69.5)"
Sawmill Cabins,"Sawmill Cabins: Objective #2",2,5,99,"(-5.5, -1.5, -74.8)"
Sawmill Cabins,"Sawmill Cabins: Objective #3",1,5,99,"(-1.9, -1.4, -80.5)"
Sawmill Warehouse,"Sawmill Warehouse: Objective #1",2,5,99,"(77.1, -1.7, -47.3)"
Sawmill Warehouse,"Sawmill Warehouse: Objective #2",1,5,99,"(55.5, -2.6, -48.1)"
Sawmill Common Fund Stash,"Sawmill Common Fund Stash: Objective #1",1,15,99,"(24.0, -2.6, -30.5)"
Spine,"Spine: Objective #1",1,3,99,"(-248.3, 26.4, -196.4)"
Spine,"Spine: Objective #2",1,3,99,"(-333.6, 28.1, -227.7)"
Sniper Rock Crates,"Sniper Rock Crates: Objective #1",1,0,99,"(-155.8, 51.2, -275.1)"
Sniper Rock Crates,"Sniper Rock Crates: Objective #2",1,0,99,"(-232.7, 67.7, -229.9)"
Sniper Rock Crates,"Sniper Rock Crates: Objective #3",1,0,99,"(-210.4, 76.3, -272.8)"
Sawmill Checkpoint,"Sawmill Checkpoint: Objective #1",4,0,99,"(239.7, -1.8, -70.8)"
Sawmill Checkpoint Sniping,"Sawmill Checkpoint Sniping: Objective #1",2,5,99,"(218.1, -0.5, -132.8)"
Sawmill Checkpoint Sniping 2,"Sawmill Checkpoint Sniping 2: Objective #1",2,5,99,"(367.0, 4.4, -9.1)"
Sawmill Checkpoint Nearby Rocks,"Sawmill Checkpoint Nearby Rocks: Objective #1",1,0,99,"(356.6, -0.5, -88.4)"
ZB-014 Inner Room,"ZB-014 Inner Room: Objective #1",1,7,99,"(446.2, -14.2, 61.3)"
Scav House Sniping,"Scav House Sniping: Objective #1",2,5,99,"(315.2, -5.0, 268.4)"
Scav House Sniping,"Scav House Sniping: Objective #2",2,5,99,"(388.1, -11.7, 286.0)"
Scav House Sniping,"Scav House Sniping: Objective #3",2,5,99,"(448.6, -17.1, 245.4)"
Old Sawmill,"Old Sawmill: Objective #1",1,0,99,"(-512.1, 15.9, -177.1)"
Old Sawmill,"Old Sawmill: Objective #2",2,0,99,"(-548.2, 18.2, -205.3)"
Old Sawmill,"Old Sawmill: Objective #3",1,0,99,"(-534.3, 18.1, -205.0)"
Old Sawmill,"Old Sawmill: Objective #4",3,0,99,"(-548.8, 15.1, -206.3)"
Old Sawmill,"Old Sawmill: Objective #5",1,0,99,"(-564.2, 21.4, -216.6)"
Scav Town Sniping,"Scav Town Sniping: Objective #1",2,5,99,"(-508.5, 23.3, -283.2)"
Scav Town Sniping,"Scav Town Sniping: Objective #2",2,5,99,"(-522.0, 21.7, -287.8)"
Scav Town Sniping,"Scav Town Sniping: Objective #3",2,5,99,"(-487.5, 22.5, -271.9)"
Scav Town,"Scav Town: Objective #1",3,0,99,"(-460.6, 15.6, -364.8)"
Scav Town,"Scav Town: Objective #2",1,0,99,"(-463.3, 15.2, -331.6)"
Scav Town,"Scav Town: Objective #3",2,0,99,"(-499.0, 15.3, -403.2)"
Scav Town,"Scav Town: Objective #4",2,0,99,"(-507.2, 15.5, -391.8)"
Scav Town,"Scav Town: Objective #5",3,0,99,"(-454.8, 15.4, -399.0)"
VEX Beach,"VEX Beach: Objective #1",2,0,99,"(-523.2, 10.0, -474.0)"
Scav Bridge Overlook,"Scav Bridge Overlook: Objective #1",1,0,99,"(134.1, 24.6, -758.5)"
Scav Bridge Overlook,"Scav Bridge Overlook: Objective #2",1,0,99,"(131.6, 24.6, -733.8)"
Scav Bridge Overlook,"Scav Bridge Overlook: Objective #3",1,0,99,"(142.0, 24.5, -729.5)"
Scav Bridge Overlook,"Scav Bridge Overlook: Objective #4",1,0,99,"(140.4, 27.2, -726.4)"
Scav Bunker,"Scav Bunker: Objective #1",2,0,99,"(225.0, 24.5, -695.8)"
Scav Bunker,"Scav Bunker: Objective #2",2,0,99,"(224.6, 24.7, -717.6)"
Scav Bunker,"Scav Bunker: Objective #3",2,0,99,"(222.8, 20.2, -707.4)"
USEC Camp North,"USEC Camp North: Objective #1",3,0,99,"(270.3, 23.0, -510.7)"
USEC Camp North,"USEC Camp North: Objective #2",2,0,99,"(284.2, 22.9, -514.7)"
USEC Camp North,"USEC Camp North: Objective #3",1,0,99,"(289.1, 22.9, -512.7)"
USEC Camp North,"USEC Camp North: Objective #4",2,0,99,"(296.4, 22.9, -507.4)"
USEC Camp South,"USEC Camp South: Objective #1",3,0,99,"(303.4, 23.1, -462.3)"
USEC Camp South,"USEC Camp South: Objective #2",1,0,99,"(297.6, 22.9, -439.8)"
USEC Camp South,"USEC Camp South: Objective #3",4,0,99,"(283.5, 23.2, -436.1)"
Weapon Storage Shack,"Weapon Storage Shack: Objective #1",1,0,99,"(243.1, -8.4, 124.2)"
Sunken Village,"Sunken Village: Objective #1",1,0,99,"(-45.8, 8.7, -599.7)"
Sunken Village,"Sunken Village: Objective #2",1,0,99,"(-172.4, 12.5, -688.4)"
Sunken Village,"Sunken Village: Objective #3",1,0,99,"(-37.0, 10.0, -740.7)"
Northern UN Roadblock,"Northern UN Roadblock: Objective #1",1,0,99,"(-563.8, 9.8, -77.7)"
Dead Man's Place,"Dead Man's Place: Objective #1",1,0,99,"(194.4, -14.8, 260.6)"
Sawmill Patrol,"Sawmill Patrol: Objective #1",2,5,99,"(-23.5, 6.1, -81.3)"
Sawmill Patrol,"Sawmill Patrol: Objective #2",2,5,99,"(-20.3, 4.9, -55.9)"
Sawmill Patrol,"Sawmill Patrol: Objective #3",2,5,99,"(-43.5, 3.6, 24.4)"
Sawmill Patrol,"Sawmill Patrol: Objective #4",2,5,99,"(-32.9, 4.6, -28.5)"
Sawmill Patrol,"Sawmill Patrol: Objective #5",2,5,99,"(-46.5, 5.3, 6.6)"
Sawmill Sniping,"Sawmill Sniping: Objective #1",2,0,99,"(120.3, 3.4, 14.4)"
Sawmill Beach Sniping,"Sawmill Beach Sniping: Objective #1",2,0,99,"(-74.0, -5.6, 162.2)"
Convoy,"Convoy: Objective #1",1,0,99,"(192.1, 10.7, -588.2)"
Convoy,"Convoy: Objective #2",1,0,99,"(197.1, 11.1, -598.1)"
Sawmill Marked Circle,"Sawmill Marked Circle: Objective #1",1,0,99,"(194.0, 0.3, -6.6)"
Sawmill Camp,"Sawmill Camp: Objective #1",1,0,99,"(133.2, -3.7, 100.8)"
ZB014 Outhouses,"ZB014 Outhouses: Objective #1",1,0,99,"(429.1, -5.4, -24.4)"
Scav House,"Scav House: Objective #1",1,0,99,"(414.5, -13.5, 239.3)"
Scav Base Sniping,"Scav Base Sniping: Objective #1",2,0,99,"(-159.7, 5.8, 110.0)"
RUAF Roadblock Sniping,"RUAF Roadblock Sniping: Objective #1",2,0,99,"(-99.2, 0.1, 378.2)"
